,address,business_id,city,latitude,longitude,name,postal_code,review_count,stars,state
99940,706 S Goodwin Ave,Ah4i15g8Ow_zphzcpulTxQ,Urbana,40.1067362,-88.2236159,The Bread Company,61801,137,4.0,IL
100078,306 W Springfield Ave,ckdGk8ForF9zEczmu4-tTA,Urbana,40.1125537,-88.2113465,Strawberry Fields,61801,20,3.5,IL
100284,74 State Rt 47,EVZumrOiqpMhvrscukkzBQ,Mahomet,40.1963847713,-88.3980202674,Hen House Family Restaurant,61853,26,3.5,IL
100400,608 S Neil St,SJqnGGaeMlxHa-JeZckLHw,Champaign,40.1096366,-88.2430379,Tepper Electric Supply Company,61820,7,3.0,IL
100626,1104 N Cunningham Ave,KZG8txc-vzkfDt-4ZYeREA,Urbana,40.123643,-88.200627,Uncle Martin's Sports Bar,61802,10,4.5,IL
100718,120 N Neil St,IGb6MjNdPRsNVNEplGG3RA,Champaign,40.1171577,-88.2433759,The Blind Pig Brewery,61820,25,4.5,IL
100766,506 E Green St,ie3nXtDTyHhJchMuYh_WXQ,Champaign,40.1104441,-88.2316504,Other Realm,61820,5,2.5,IL
100825,109 South 3rd St,21UO0mP1EgEDZyFUFFI9Mg,Fisher,40.317181,-88.3498269,The Wild Hare,61843,5,4.5,IL
100946,2101 N Kenyon Rd,d-l0D4N236Qc0-Iy-p1cFw,Urbana,40.1334488,-88.1995086,Cracker Barrel Old Country Store,61802,28,3.5,IL
100964,204 N Neil St,l4x5FFzfiCFrGN0S-uZbBQ,Champaign,40.1175716,-88.2433569,Nando Milano Trattoria,61820,182,4.0,IL
101050,109 S Dunlap Ave,n3lJDjUD6xYnboLfWE6B1A,Savoy,40.053749,-88.2524686,Awesome Machines Sales & Rental,61874,5,2.0,IL
101091,"601 S 6th St, Ste 101",dtKy808TwAgtOcwSCbXFJw,Champaign,40.1113775415,-88.2304946461,Jipbap Taste of Korea,61820,69,4.0,IL
101150,1356 County Rd 2900 N,XwhDBNra9t3lgk1JdYlUOQ,Rantoul,40.2979613,-88.2026088,Hardy's Reindeer Ranch,61866,15,3.5,IL
101315,1402 W Gregory Dr,yw3dfUD1PO8EdGLHdbGevA,Urbana,40.104703,-88.227208,Espresso Royale,61801,8,2.0,IL
101371,1402 Hagan St,bAQa9wmXXRVsD2qE50Ef2w,Champaign,40.1298974,-88.2545565,Dave's Collision Repair,61820,5,5.0,IL
101373,2714 W Clark Road,wanZgQ_5lm7K6z8ffReSfw,Champaign,40.1175633,-88.2956211,Weed Man,61822,7,1.5,IL
101444,"44 E Main St, Ste 100",kQrCHZb5UgpWE1cjM7-21w,Champaign,40.1173529,-88.2415585,Kessler Optical,61820,14,4.0,IL
101674,1212 Parkland Ct,dxVLIF0FXAx53jI2dj7ePw,Champaign,40.1289433,-88.2782595,Myler Automotive Repair,61821,12,4.0,IL
101743,1735 W Kirby Ave,pyWDYqN7_jDtySNDZlaahg,Champaign,40.0972368,-88.2752769,Reed M J Jewelers,61821,5,3.0,IL
101758,"206 N Randolph St, Ste 414",hxWqksXGHiwz2qINMb7FVQ,Champaign,40.1180841,-88.2450068,BMI Management,61820,4,2.0,IL
101785,715 S Neil St,VuMgSpUJ9ONgSkddjM4JqQ,Champaign,40.1076966669,-88.2436596975,Yori Q Korean Grill & Bar,61820,41,4.0,IL
101989,608 E Green St,tEkUEOsxj9h0pzClYrGXMQ,Champaign,40.110635,-88.229994,Bar Guiliani,61820,4,4.0,IL
101992,114 N Vine St,4ZAy5ZCTWbduzzhtR0egHQ,Urbana,40.1134471,-88.2030657,Wingstop,61802,3,4.5,IL
102279,134 E University Ave,9C_mnDJKcDzE2ONFMDJ9Rg,Champaign,40.1165719378,-88.2373218454,Duckys Champaign,61820,7,1.5,IL
102511,210 W Church St,RGTJA3fCkTp1rSbLAAR8RA,Champaign,40.1185347,-88.2463977,First United Methodist Child Care Center,61820,3,5.0,IL
102626,"300 S Broadway, Ste 160",BsXjDlfP84HTP_PDpLmEiQ,Urbana,40.110634,-88.207179,Cardinal Fitness of Urbana,61801,5,2.5,IL
103013,909 S 5th St,TUp3wPxtUTEU_yzjA9Vv6Q,Champaign,40.1070645,-88.2323805,Sherman Hall,61820,5,3.0,IL
103102,,JEtSnAOhY1jQqj1SmISJhQ,Champaign,40.1166102,-88.2412504,Volo Broadband,61820,6,3.5,IL
103108,813 W Church St,c6kbzifoqwLhQxLZ_dleow,Urbana,40.1182633,-88.2175782,Carle Hospital,61801,7,4.0,IL
103110,3761 E San Mateo Way,9NqNjMfQLDmsiyBJNi6sJA,Closter,33.2328089,-111.7785233,Elana Goodridge Photography,85249,4,5.0,NY
103121,114 S Race St,Wdy7J_EOL2lvDKSscdQ4Pw,Urbana,40.111959,-88.208652,Black Rock Pizza Co.,61801,10,4.0,IL
103274,410 University Ave,hX-foSZsr_fW_n7ydo4D0Q,Urbana,40.1163,-88.211,KFC,61801,10,2.5,IL
103313,809 Pioneer St,UFvqa5OIX4Jy6l5okEir8g,Champaign,40.1294720431,-88.2562427125,Bash Heating & Air Conditoning,61820,3,3.5,IL
103345,703 Eastwood Dr,daNKquKlJrBZ8CIG9jxnVA,Mahomet,40.195742,-88.397754,The Azteca,61853,5,4.0,IL
103410,2610 N Prospect Ave,b731rZn5w-LxgkT1PeuNYg,Champaign,40.1470724,-88.2549428,Walmart,61822,9,2.0,IL
103554,1401 W Green St,rmHPZk6jT7NlfJU457oHwg,Urbana,40.1094131,-88.2271693,Espresso Royale Caffe,61801,9,3.0,IL
103807,,AhnSHqEUXAUkVb2JeDvb7g,Champaign,40.1017582,-88.2753144,Bugbee's DJ Plus,61821,13,5.0,IL
103987,101 N Lombard St,Z71v81M8PWDsKhi9znwX7A,Mahomet,40.1943993308,-88.4000693634,Project 47 Smokehouse,61853,11,3.5,IL
104333,,a3hjBPsnpcTpcquQXLeS0w,Champaign,40.1164204,-88.2433829,Dragon Fire Pizza,,35,4.5,IL
104347,718 W Town Center Blvd,ROqguJiDvDB6rsFCyk2MCw,Champaign,40.1427094,-88.2542184,Hhgregg,61822,6,3.0,IL
104416,510 N Cunningham Ave,6ockUmdOBYBApEsUCJkBzA,Urbana,40.117278,-88.203156,El Oasis,61802,86,5.0,IL
104592,204 N Neil St,g8Lr8GXREGLKRp_Ckgks_w,Champaign,40.1175503,-88.243507,Carrie's,61820,11,3.0,IL
104644,3912 Trailway Dr,XQ7F-cP4UtbnZOw8a3f6IA,Champaign,40.1264792,-88.3107671,Pristine Inspections & Testing,61822,7,4.5,IL
104815,109 N Broadway,GSe0S6LTB01O5z-6V6T87g,Urbana,40.113195,-88.207789,H2O Salon,61801,59,4.0,IL
104898,11 Airport Rd,rOoX7_slKOOUzrJVjMIvCA,Savoy,40.0364962,-88.263988,Budget Car & Truck Rental,61874,3,1.0,IL
105115,512 S Neil St,u_MdwAj7eGenc0YhqQy6nA,Champaign,40.1107138379,-88.2430895568,Wingstop,61820,42,2.5,IL
105368,102 W Sherman St,9Maa6FbYCGTt3lXpqE0JjQ,Saint Joseph,40.1107018,-88.0442175,Simply Plumbing,61873,3,5.0,IL
105377,"201 W Springfield Ave, Ste 901",x4JAlXEv_pTGW_c24g2YRA,Champaign,40.1123273,-88.245558,"Paul S Sahni, DMD, MSD, PC",61820,4,3.5,IL
105478,"701 Devonshire Dr, #C-40",itAarV1gSFcLcwcK4AUryg,Champaign,40.088439,-88.254522,ThirdSide,61820,4,4.0,IL
105479,6 E Columbia Ave,e9shtyZ7-9GYcbPIVV--XQ,Champaign,40.1212439,-88.2428344,Escobar's Restaurant,61820,149,4.0,IL
105497,501 E Green St,7AlULGZI1pHt0imODsqdkg,Champaign,40.110141,-88.231874,Potbelly Sandwich Shop,61820,35,4.0,IL
105549,2508 Village Green Pl,36hpvKWCT8_1kM8GrHIzMQ,Champaign,40.0817188,-88.2959883,Diva Nails,61822,15,4.0,IL
105599,608 E Main St,RePugRsryh7skCUdEAeDfQ,Mahomet,40.1943631,-88.4003347,Breaking Taco,61853,11,4.5,IL
105613,"410 E Green St, Ste 3",rwuMWGqt7L5l5lDsOYv1dw,Champaign,40.110554,-88.232373,Zyggyz,61820,27,3.5,IL
105786,2040 S Neil St,qyTrvPGQGgRL-X86Ob0tvA,Champaign,40.0903480348,-88.2457025391,Rehab Professionals,61820,3,5.0,IL
105892,"302 E. John St., Suite 100, Ste 100",SvTGVH4ZLuIsQCqoul3utQ,Champaign,40.1093134,-88.2348478,The Tower at Third,61820,3,1.0,IL
105913,901 S 4th St,vKYpxfU-51z-pc16wrGVng,Champaign,40.107665,-88.233749,Stone Baked Pizzeria,61820,3,3.0,IL
106017,524 E Green St,BcrFZDyviqw_wF9oQQ5qVA,Champaign,40.1105412,-88.2310541,Caffe Bene,61820,28,4.0,IL
106075,2000 N Neil St,R33FCE16yV_zpMEJ6ZSiPg,Champaign,40.142811,-88.242957,Footlocker,61820,3,2.5,IL
106202,202 S 1st St,MfJSKP5HRllfts13MiKs1g,Champaign,40.1152272,-88.2384169,Flying Machine Avionics,61820,21,5.0,IL
106216,611 S Neil St,IJ_1Hcuh89ETzDFK6pXOpg,Champaign,40.109278,-88.244036,Starcrest Cleaners,61821,28,2.5,IL
106334,2302 W John St,tsUoWsTIsVjKMQe-hAJ4ZA,Champaign,40.1097589,-88.284865,Events at Refinery,61821,3,3.5,IL
106354,4105 Fieldstone Rd,ulvzyi-5vChuode--304DA,Champaign,40.1135548343,-88.3111501113,Horizon Hobby,61822,12,2.0,IL
106422,705 N Neil St,62Ibju8UmUZtPIBLDS_nUw,Champaign,40.122452,-88.2440267,Tasty Fish Chicken & Grill,61820,11,2.5,IL
106441,1305 E Colorado Ave,kJS54KSS6jvBk68lTmz9Dg,Urbana,40.094281,-88.191704,Truly Fit,61801,5,2.5,IL
106467,901 B West Anthony Dr,c2uAqJ2REpLMCZO2jxdi9w,Champaign,40.1374723,-88.2586063,Five Guys,61821,36,3.0,IL
106489,802 E Perkins Rd,AkA481VkTOec7EteMbCFGw,Urbana,40.127449,-88.196571,Tatman's Carcare Collision Centers,61802,6,3.0,IL
106519,701 S Gregory St,w5Y_FiGPSlPemJVxAZZToQ,Urbana,40.1067106,-88.2217516,Basil Thai Urbana,61803,98,3.0,IL
106531,113 W Main St,8pqANktAdy7crnxSLWRaYw,Monticello,40.0247314519,-88.5726846514,The Main Street Pub of Monticello,61856,15,4.0,IL
106804,2006 North Prospect Ave,izd105KSPs3n5ijj1cICEQ,Champaign,40.140236,-88.255441,Gander Mountain - Champaign,61822,6,1.5,IL
106880,922 W Bradley Ave,rnQLIVk3U7HI7kHRMxC16A,Champaign,40.127586,-88.260263,Krispy Krunchy Chicken,61821,4,3.0,IL
107129,801 W Champaign Ave,ufKI7gCwT62TbjFFExbdiw,Rantoul,40.3077479,-88.175485,Days Inn Rantoul,61866,13,1.5,IL
107320,"45 E University Ave, Fl 2nd",jZeLcFDCfBhAxjq1Owe65A,Champaign,40.1157434,-88.2412052,Amtrak,61820,18,3.0,IL
107356,118 W Water St,cZTdc_mEfriD_Skyc_S8JQ,Urbana,40.1136247,-88.2081864,Jolly Roger,61801,3,2.5,IL
107385,4410 N Lincoln Ave,leoEzfEj27czYZEgBJdK5w,Champaign,40.1622186,-88.2099078,Prairie Fruits Farm & Creamery,61822,17,5.0,IL
107556,301 Eisner Rd,1XBz38nxlCTsvzmPFbwIfw,Champaign,40.1379336687,-88.2360093349,Just Fore Fun Golf Center,61822,3,4.5,IL
107731,1907 N Cunningham Ave,tfLpb7o_w9nx7UihyLbq1g,Urbana,40.1310376876,-88.198115317,Eastland Suites,61802,17,3.0,IL
107752,905 Ward St,qdOHQff0l0OxLu8NdQ5wVw,Urbana,40.1211152,-88.193341,Feldkamps Towing,61802,5,2.5,IL
107796,1103 W. Oregon St.,Q2bnRzJ8AC-3lWyQY8DZqA,Urbana,40.1068632,-88.2218637,Blues,61803,8,2.5,IL
107873,111 N Race St,o13eH93qmWVNFZogkjhd9w,Urbana,40.1128225269,-88.2090229914,Courier Cafe,61801,347,4.0,IL
108272,1911 E Main,mUqqDqpCEC-79TLwZQA6yQ,Urbana,40.1111116,-88.1822926,Champaign County Humane Society,61802,12,4.0,IL
108418,106 W Springfield Ave,1uq24KQXqJPz3xlVJJqXLA,Champaign,40.1128797,-88.2445401,Steve Tarrant - State Farm Insurance Agent,61820,5,4.5,IL
108508,55 E Green St,8GUMO244E8CxfJcyJIWFOA,Champaign,40.1100851,-88.2395728,El Charro,61820,57,3.5,IL
108541,,gyew8KvN5lcI-x5qirXGug,Urbana,40.1059233,-88.2120315,2M Cleaning Services,61801,3,5.0,IL
108645,1901 S Philo Rd,LzK_0z9OoG1NBaTq16MrUA,Urbana,40.0944108,-88.1913764,Little Caesars Pizza,61802,3,3.5,IL
108677,101 W University Ave,HRY1KRII0NXbQQumf9vaKg,Champaign,40.1156073,-88.2439069,Christie Clinic on University,61820,17,2.0,IL
108731,1805 S Neil St,-2q4dnUw0gGJniGW2aPamQ,Champaign,40.0940675,-88.2457853,Fiesta Ranchera,61820,4,2.0,IL
108738,211 W Springfield Ave,0ShwfHpDi1c6qAZc7P2lzg,Champaign,40.1123309,-88.2466127,Royse & Brinkmeyer Apartments,61820,16,3.0,IL
109272,52 East Washington St,Gxf0MzHfznm3vmF2E764xg,Champaign,40.1202403,-88.2406038,The Dog Den,61820,14,4.0,IL
109277,2909 Crestridge Dr,Yizfq10Z5TeMxoWsbEH4uA,Champaign,40.0813361,-88.2947865,Bark Avenue Canine Coiffures,61822,3,5.0,IL
109327,703 W Stoughton St,J5Rqkd6yg9nuKi_KfCSTAA,Urbana,40.113363,-88.216485,Datta Taxi & Charter,61801,21,4.5,IL
109417,120 E Sangamon Ave,jWwJF9iEs6evF2lhlih16w,Rantoul,40.310248,-88.157954,BackBeats,61866,4,4.5,IL
109641,913 W Marketview Dr,YRaz-XCqW0gxrvvu8h87bw,Champaign,40.1377499,-88.264064,Rural King,61822,7,4.0,IL
109678,102 S Prairie View Rd,u4zrfqoxGi9DYIIaOBHq6A,Mahomet,40.1961644,-88.3647192,Casey's Carry Out Pizza,61853,3,2.5,IL
109752,1601 N Cunningham Ave,x4eptNxzj43ihrk0nZB_OA,Urbana,40.128228,-88.199861,Montana Mike's,61802,12,3.0,IL
109780,1402 S 1st St,MTkjFOGtIX_dsGkTUsEjBQ,Champaign,40.0981241,-88.2385708,Memorial Stadium,61820,21,4.0,IL
109791,1004 W Anthony Dr,jUddhNjGAE6W7MQKaUEZ4Q,Champaign,40.136306,-88.2619969,Ryan's,61821,23,2.0,IL
109902,,PjHeR-IVF5v8QLiD876Wjw,Urbana,40.1122318621,-88.2065666725,Three King Heating and Air,61803,7,4.5,IL
110126,308 S Market St,JzK0IfNXvYScqvv09Y95yA,Champaign,40.1131513,-88.2426576,The Brake Shop,61820,5,5.0,IL
110149,201 N Neil St,hP2DOm7E2H4P7MOS7XN_SQ,Champaign,40.117491,-88.243875,Hamilton Walker's,61820,144,3.5,IL
110185,102 N Sycamore St,DLhAuWok29OU8VR-DBxP7A,Villa Grove,39.863273,-88.1607372,Monicals Pizza,61956,6,4.5,IL
110204,611 W Kenyon Rd,u4_Cb_7xkkn5Q56x_3FEBQ,Champaign,40.1335236,-88.251556,Illini Stor-It Mini Warehouses,61820,3,2.5,IL
110552,730 W Town Center Blvd,aELkI0mfF1EbQo_m44vEKg,Champaign,40.143257,-88.256006,O'Charley's Restaurant & Bar,61822,48,3.0,IL
110561,1 E Main St,-LfTBo0oa_uD454ScEW2XA,Champaign,40.1181331448,-88.242899908,Merry Ann's Diner,61820,46,3.0,IL
110596,315 E University Ave,Cd_JVOq_cBueqB9q3X0rkQ,Champaign,40.116052,-88.233756,Ginza & Co,61820,3,4.0,IL
110612,2610 W Bloomington Rd,ofsMiZDWTiXgo5GefquVQg,Champaign,40.1481082,-88.2903375,Meadows Animal Hospital,61822,6,3.0,IL
110742,1305 S Neil St,th4pZ5LkoIIkb1Vmu_m2DA,Champaign,40.101522,-88.24448,Meatheads,61820,158,4.0,IL
110776,2411 Village Green Pl,1DedueD53YsKcpqMWPIe9w,Champaign,40.083446,-88.297332,Cabo's Cantina and Grill,61822,28,3.5,IL
110850,4910 N Market St,m8qGdllgcUSqZmcryQWM9A,Champaign,40.178005,-88.240266,McDonald's,61822,3,1.5,IL
110872,711 E Chandler St,-tJ4jylmjXhtFjs9buCnTQ,Rantoul,40.2827515,-88.1698084,Prairie Pines Campground,61866,4,5.0,IL
110884,211 E Green St,bLSa5YFX6kKci_-nLz_0qQ,Champaign,40.1100049,-88.2356592,Red Lion,61820,19,2.0,IL
111018,201 N Broadway Ave,9MnbQg7kfb_WgxoV0hXKSQ,Urbana,40.1138182155,-88.2076892527,Black Dog Smoke & Ale House,61801,790,4.5,IL
111063,2000 N Neil St,N7sSCj1-Iv12WsbVficm3w,Champaign,40.1425481,-88.2427717,Banana Republic,61820,4,3.0,IL
111073,116 W Kirby Ave,sHhqrkThN6Kipu7_ZAKz0A,Champaign,40.0980998,-88.2449996,Aunt Sonya's,61820,3,4.5,IL
111149,2002 Ridge Rd,3lFUdYf2zfFxrm8LIpupBw,Champlain,44.9774607,-73.4497689,Matt & Nat,12919,41,1.5,NY
111217,3515 N Cunningham Ave,87DcNyamdiBOyZLgOkvoVw,Urbana,40.1527544,-88.1852656,U-Haul Neighborhood Dealer,61802,3,1.0,IL
111262,1209 E Colorado Ave,hDTORwv1gCW_kRRv5zOJFw,Urbana,40.0940663,-88.1930364,"J. Barry Howell, DDS",61801,3,5.0,IL
111551,2018 Philo Rd,nJktGdlCdrH66UtlADlWJg,Urbana,40.0930433,-88.1906702,Amano's Pizza,61802,23,4.5,IL
111560,606 S Sixth St,ApbuzBDvFflmy9I_N5sksQ,Champaign,40.111016,-88.230183,ILLINI PANTRY,61820,3,3.0,IL
111566,616 E Green St,n3AHTASqE5QCfuq0AQpT5Q,Champaign,40.11043,-88.229836,McDonald's,61820,4,2.0,IL
111739,334 N Walnut St,5qg-Is7JRYtTF8X1AF90hw,Champaign,40.1188096,-88.2412124,Central Illinois Autobody Inc,61820,13,4.5,IL
111830,2023 S Neil St,YdNiiiUoTocqj58duFjh-g,Champaign,40.0861617847,-88.2465175912,Great Clips,61820,4,3.5,IL
111868,1713 W Kirby Ave,TpxCGW68bkqS5T0wnurOfw,Champaign,40.0976951,-88.2746886,Subway,61821,3,2.5,IL
111930,623 E Green St,yLKoESPQ8BN7dn6ADzZicQ,Champaign,40.1102799,-88.2298014,Casablanca Kabab House,61820,43,3.5,IL
111934,208 W Main St,ETxB6iSdRyhX4PTY0AnAIA,Urbana,40.112655,-88.2093142,Bar M,61801,7,4.0,IL
111936,1301 N Mattis Ave,lw2lDMidGMtrVlho5q9Bgw,Champaign,40.12898,-88.27748,Springfield Preowned,61821,3,1.0,IL
111968,300 S Charter St,FIGep204vEO6Ay7hRVsY_g,Monticello,40.0241246,-88.5729193,Diva Nails,61856,3,4.5,IL
112051,"804 Eastwood Dr, Ste 5",KP24NhR-xnPbA6sEfQudLg,Mahomet,40.1966391,-88.3972442,Mahomet Animal Hospital,61853,6,4.5,IL
112325,"1909 W Springfield Ave, Ste B",dIZcPB3CtNjMn4O_p8QFxw,Champaign,40.11246,-88.278196,Original Pancake House,61821,195,4.0,IL
112526,307 S Neil St,poYE-EQTahUtKed1ElgdjA,Champaign,40.1133697,-88.24407,Steam Industries Vape Lounge,61820,7,5.0,IL
112736,9213 165th St,7LBGPfgMLMBVpf3KavA0LA,New York,36.045718851,-115.3133908287,Safari Beauty Studio,11433,17,4.0,NY
112754,"24 E Green St, Ste 5",1oAfS5mNrgwzfeYSN9wiJw,Champaign,40.110524,-88.241673,Needleworks,61820,6,4.5,IL
112792,1404 W Green St,BiBAQWfc67AFrXC92SrifA,Urbana,40.1104062,-88.227563,Illini Union Ballroom Dining,61801,8,3.0,IL
113004,1404 N Dunlap Ave,_vSbvu90XV31R2T48WOCRw,Savoy,40.073011,-88.249382,Worden-Martin Buick GMC,61874,3,3.5,IL
113018,2008 Round Barn Rd,wGjX9bWVOXF543vxkCL0kw,Champaign,40.111743,-88.28005,C-u Eyecare,61821,3,3.5,IL
113160,212 N Vine St,9aPDGnQ7HbB-icImzHjGlQ,Urbana,40.114494,-88.204498,Express Car Care,61802,3,4.0,IL
113182,815 Dennison Dr,bBTJEjq5tmxNZq_9mDoPMQ,Champaign,40.127922,-88.25686,Putt Zone Fun Center,61820,8,4.5,IL
113426,408 E Green St,u7jiuYiz-zVwsh0TGRHUIg,Champaign,40.1104308,-88.2326799,Burrito King,61820,45,3.5,IL
113463,2219 S Neil St,Y8CW9v9iMzWbt1VA1EypHA,Champaign,40.0876184,-88.2463,Spa Envy and Salon,61820,22,4.0,IL
113582,502 E John St,zp3rZNu-5qonTL3ByPYOUg,Champaign,40.1092224,-88.231551,Fat Sandwich Company,61820,91,3.0,IL
113723,115 Calvin St,-cgOvAOO_XcPlRXjNr_Ydg,Savoy,40.0588837,-88.2533147,Luxury Nail& Spa,61874,11,4.0,IL
113862,100 N Chestnut St,tqxS-gA5zhBvdI5lk7kDGg,Champaign,40.1168537098,-88.2406103611,Maize at the Station,61820,42,4.5,IL
113918,1820 Glenn Park Dr,FDtc1zp7EIABDjrw6GtfIw,Champaign,40.1196733,-88.2770823,La Chic Nails,61821,6,5.0,IL
113983,706 Bloomington Rd,P8HIJCYtN7ZIeuqNOmX6gQ,Champaign,40.130723,-88.253743,American Eagle Auto Glass,61820,4,5.0,IL
114095,617 E Green St,lG9YdIb-87LK21XnMKvzFg,Champaign,40.1101907,-88.229701,Teamoji,61820,17,4.5,IL
114172,126 W Church,1jt4SuIHAtXD9aPnPqZ3BQ,Champaign,40.118535,-88.244666,The Art Theater,61820,36,5.0,IL
114295,1008 N Cunningham Ave,sVh1syJsEs3DXWE085SSKA,Urbana,40.122283,-88.201626,PDR Automotive,61802,11,2.5,IL
114373,802 W John St,VVkO08qlcTCkCq6t5gLcpw,Champaign,40.1092735,-88.2561216,Hopscotch,61820,53,3.5,IL
114456,805 Iron Horse Pl,-dkJN3HL1EUzJlXiN2WfXg,Monticello,40.049722,-88.566027,Best Western Monticello Gateway Inn,61856,10,2.0,IL
114606,200 S Matthews,cGuUEFw374zfpr3Cp8ywJw,Urbana,40.1108998121,-88.22563460800001,Shanghai 1938,61801,3,2.0,IL
114607,404 W Universt Ave,J7vl6cA5uF0PkqS2ejDTkQ,Urbana,40.116757,-88.2113811,Dunkin Donuts  Baskin Robbins,61801,4,3.0,IL
114666,1414 S Neil St,gy6vd5hHpDVHrR76mIDiWw,Champaign,40.0997488,-88.2440972,Mike Williams,61820,8,1.0,IL
114796,909 W Bloomington Rd,A_6ahQ64oW8c8X-FHohTqA,Champaign,40.13257,-88.259549,Champaign Appliance Center,61821,4,3.0,IL
114895,301 S Mattis Ave,WBWCPVFkcpdEqc0elEWzhw,Champaign,40.1144709,-88.2774003,Goldys,61821,5,3.5,IL
115191,"Lincoln Square Mall, 300 S Broadway Ave",asCPMMAA1wW3GJvrPA4fTA,Urbana,40.1105839,-88.2070866,Tang Dynasty,61801,19,3.0,IL
115260,506 S Country Fair Dr,wDXaIt70oTpaWtlf6Xc79Q,Champaign,40.1119827,-88.2822731,Champaign Cycle,61821,16,4.0,IL
115303,3003 E Windsor Rd,ibNJlVohvO-wquv50Umf3w,Urbana,40.0834926,-88.1669094,A & E Animal Hospital,61802,8,4.5,IL
115495,505 E Green St,X0aBITLKCMj_llgfMcWkFw,Champaign,40.1101263,-88.2315292,Cold Stone Creamery,61820,35,2.5,IL
115605,1912A Round Barn Rd,dn0ZzSIqGMMHJqUX2By7Zw,Champaign,40.1121223673,-88.2792327797,Smoothie King,61821,12,4.5,IL
115717,120 N Walnut St,tZT_0yAeFxuihVnGXoCbWQ,Champaign,40.11698563,-88.242283532,The Blind Pig Company,61820,183,4.0,IL
116036,"903 W Anthony Dr, Ste A",JbWQtVLQDEOBlvbVWk2OFg,Champaign,40.13746,-88.258572,Chipotle Mexican Grill,61820,46,3.0,IL
116120,404 W Green St,8TnEzVYiQrBH7FDKya3RZQ,Urbana,40.110929,-88.212056,Timothy John Salon and Spa,61801,28,4.0,IL
116198,114 S Race St,JZXLgxJLKd9T-R6hrJhRZg,Urbana,40.111959,-88.208652,Red Star Liquors,61801,6,4.5,IL
116229,1510 N Neil St,zrP-02glmF1Bqo9IxDhWkQ,Champaign,40.1317527,-88.2428477,Dick Van Dyke Appliance World,61820,19,2.0,IL
116288,207 N Lombard St,Q6sAy86CCQZy_qwZZpvOnQ,Mahomet,40.1964072,-88.3993684,Arby's,61853,5,3.0,IL
116429,105 E University Ave,daegPERDjD2YcyDBHa9ZZQ,Urbana,40.115955,-88.206338,Ohana Pools & Spas,61801,3,2.5,IL
116434,608 West Town Center Blvd,qaS11gk1kIlrzCX1LYiZsw,Champaign,40.1432102493,-88.2519266565,Super Niro Gyro,61822,49,3.5,IL
116466,"2000 N Neil St, Ste 2000B",VSHONI8c8SLcYPTGQgC9cA,Champaign,40.1376160793,-88.2375781238,Field & Stream,61820,5,3.0,IL
116527,503 S Dunlap Ave,X_oVdjabSjFpANpEPf7yLg,Savoy,40.048327,-88.252492,Briella's Boutique,61874,3,5.0,IL
116604,601 E Green St,Rr9cOvKsbgICj6af6MC_nQ,Champaign,40.1100817,-88.2301815,Home Town Pantry,61820,3,3.0,IL
116653,601 E Oak St,Hx-um-V0sTHjMZX0UcW0kA,Mahomet,40.191582,-88.401872,Dairy Queen,61853,19,1.5,IL
116688,601 S Wright St,7siEeRGqAJ730IkwAtcWAQ,Champaign,40.1112668,-88.229192,Jerusalem Middle Eastern Cuisine,61820,52,3.5,IL
116859,2001 N Linview Ave,zkieW2F82--bbOIRhOCj0g,Urbana,40.1311769,-88.2181585,All Creatures Animal Hospital,61801,10,4.0,IL
117156,"202 N Race, Ste A",yiFcujhdkeDhmXRufMG-lw,Urbana,40.1137608,-88.2088348,Masijta Grill,61801,95,4.0,IL
117426,2001 S Neil St,ZyOgY-z9sHdHp8_FDoQAJg,Champaign,40.092351,-88.246124,Scotty's Brewhouse,61820,107,3.0,IL
117451,1731 W Kirby Ave,Y2ySw4qMHgjd1T_2Zt9Eeg,Champaign,40.0972080132,-88.2749558324,TCBY,61821,11,3.0,IL
117552,16349 N 172nd Ave,f4SdDMDdsCspFFom9J-pqg,Surprise,33.6137781,-112.4312455,Core Pest Solutions,85388,11,4.5,CA
117607,601 N Mattis Ave,2BEJCBkNzOBXaydBJf5k0A,Champaign,40.1213630592,-88.2775497437,Sonic Drive-In,61821,16,3.0,IL
117655,118 S Main St,IFlSq9YWXHZyLnuh0EffKQ,Homer,40.0356044068,-87.9583024912,Main Street Belly Deli,61849,10,4.5,IL
117803,1720 W Bradley Ave,kRE70uST2CmGZDfL3WfGhw,Champaign,40.1278418,-88.2757969,Kim's Alterations,61821,10,4.0,IL
117912,603 S 6th St,DWcNLMwnhZlbP-I7YsBT8g,Champaign,40.1105831431,-88.2309508806,TownePlace Suites Marriott - Champaign Urbana/Campustown,61820,19,2.5,IL
118185,2616 N Mattis Ave,WuYh4S2Pjuk37o_ih5Qhhw,Champaign,40.1452332,-88.2765605,Greg's Truck & Auto Repair,61822,9,5.0,IL
118275,905 S Neil St,ECKXHrl2GqNKRMG9jp4trg,Champaign,40.1052106,-88.2439082,Good Fella Korean Bistro,61820,37,3.5,IL
118347,118 S Main St,AESi_BEyDfCzqoNhZe2Zsw,Homer,40.0355374464,-87.9580640753,Homer Soda Company,61849,5,5.0,IL
118384,116 E University Ave,OIhwgAsg_JvPSZuST7WP5w,Champaign,40.1166209,-88.2379985,Dave & Harry Locksmiths,61820,10,4.5,IL
